x,y,state_label
-3.8911645,1.8776584,6
-3.9316015,1.8478342,6
-3.958465,1.817677,6
-3.9046571,1.867575,6
-3.9071796,1.8432375,6
-3.9084642,1.8140026,6
-3.8479548,1.7940186,6
-3.9284492,1.8063761,6
-3.9474552,1.7973034,6
-3.9634092,1.8685074,6
-3.970604,1.8873827,6
-3.9723089,1.8826944,6
-3.9167068,1.9255937,6
-3.9346428,1.9529213,6
-3.9183753,1.8833284,6
-3.9030375,2.1903577,6
-3.7391884,2.9167538,6
-3.7106137,2.9665515,6
-3.645547,3.1338012,6
-3.6519141,3.2010496,6
-3.747567,3.1669383,6
-3.7236896,3.2572424,6
-3.7897272,3.3012679,6
-3.754932,3.3270233,6
-3.7664282,3.447808,6
-3.8181846,3.3602347,6
-3.7994199,3.3797412,6
-3.763701,3.4091983,6
-3.7662992,3.4881468,6
-3.7581465,3.5448194,6
-3.679876,3.5889277,6
-3.725736,3.3553677,6
-3.8279471,3.4562075,6
-3.8149557,3.4751472,6
-3.808999,3.5263972,6
-3.844331,3.6021285,6
-3.8355415,3.5497558,6
-3.8189561,3.5525563,6
-3.8349972,3.5334213,6
-3.843285,3.5178695,6
-3.8722246,3.4808514,6
-3.9097419,3.6457427,6
-3.8627064,3.6116288,6
-3.811784,3.6340647,6
-3.9621902,3.537279,6
-3.859485,3.5402956,6
-3.8574631,3.6539407,6
-3.8516157,3.6020718,6
-3.859132,3.5919244,6
-3.8688421,3.6147537,6
-3.8577495,3.6622834,6
-3.8938498,3.6265142,6
-3.9106681,3.5869734,6
-3.9313903,3.5086215,6
-4.009193,3.3456144,6
-3.9128122,3.4110048,6
5.6607337,0.10034689,2
5.545146,0.13549222,2
5.506,0.106626414,2
5.714665,0.13959563,2
5.4640083,0.06542089,2
5.3555098,0.09530221,2
5.2235727,0.12965102,2
5.3014402,0.12427286,2
5.217756,0.04631107,2
5.2775006,0.11801605,2
5.259467,-0.04445653,2
5.248042,0.03410537,2
5.190046,0.0931592,2
5.1872015,0.06852178,2
5.218556,0.113413,2
5.096486,0.13358623,2
5.1112695,0.10345062,2
5.1159735,0.12587045,2
5.06648,0.113274865,2
5.038347,0.21118046,2
4.996213,0.1849929,2
5.0900645,0.17876804,2
5.005088,0.22426593,2
4.9947896,0.20870198,2
4.9320207,0.23223998,2
4.99791,0.17441891,2
4.989871,0.1519708,2
4.9153547,0.2517128,2
4.991714,0.14808476,2
4.9416914,0.17762315,2
4.923102,0.21080038,2
4.9148097,0.20006217,2
4.9113045,0.23521608,2
4.9562163,0.23127328,2
4.949751,0.18979293,2
5.030855,0.1382978,2
4.9729986,0.23186612,2
4.806091,0.16421893,2
4.929297,0.32167897,2
4.8232503,0.23651192,2
4.8290257,0.3036654,2
4.8413815,0.29074416,2
4.8473177,0.25742915,2
4.7236657,0.19621898,3
4.73142,0.18715462,3
4.767594,0.2954799,3
